outcome,sbt_feature,effect_RNA,pvalue_RNA,std_RNA,label_RNA,z_RNA,effect_WXS,pvalue_WXS,std_WXS,sqrt_chi2,label_WXS,z_WXS
EGFR,IGH Shannon,-0.006607520178298279,0.705043200162915,0.017445863400921562,,-0.3785215336228941,,,,,,
EGFR,IGH Shannon (0/1),0.012058463944962431,0.791533336978976,0.045595597479749984,,0.2643200173724541,,,,,,
EGFR,IG κ Shannon,0.009593679578633987,0.5640906742093551,0.01662187897827819,,0.5767761629498378,,,,,,
EGFR,IG κ Shannon (0/1),0.028518478063868688,0.5268214252553228,0.04502999566781625,,0.632865582200391,,,,,,
EGFR,IG λ Shannon,0.007980266165540166,0.6338290351294833,0.0167425717816848,,0.4763444047788052,,,,,,
EGFR,IG λ Shannon (0/1),0.012061226279025587,0.7891382183537431,0.045075669840236435,,0.2674298509957863,,,,,,
EGFR,TCR α Shannon,0.002210206481692588,0.9025213627582196,0.018036489405868696,,0.12247687047716704,-0.0327579638775961,0.7334469562242876,0.042043069713215794,0.7874007874011841,,-0.3405439165611261
EGFR,TCR α Shannon (0/1),-0.02562943727411057,0.5748318748475658,0.04565847911722056,,-0.5609496307672674,,,,,,
EGFR,IG κ and λ richness,0.0010925663455629998,0.9516454360041742,0.018007775951106496,,0.06064060360999288,-0.047202569794903546,0.6187833918061472,0.04851498543963685,0.9797958971132608,,-0.4975753353360717
EGFR,IG κ and λ richness (0/1),0.02710179303402728,0.5661049102641378,0.04720004656660195,,0.5737973972082806,,,,,,
EGFR,BCR richness,-0.0011803707060343456,0.9483890184644748,0.018225893633582773,,-0.06472994711720707,-0.03650514831651469,0.7117703227626073,0.044487289303971125,0.8246211251235362,,-0.3694795372578623
EGFR,BCR richness (0/1),0.027284960601924854,0.5624614310536022,0.047076521637996784,,0.5791893278597515,,,,,,
EGFR,IGH richness,-0.013858408836209323,0.4429185269734404,0.018047113423231963,,-0.7672741624945528,,,,,,
EGFR,IGH richness (0/1),0.00954310462576548,0.8420721171356991,0.047871034078319455,,0.19924369980227832,,,,,,
EGFR,IG κ richness,0.0010240517609338034,0.9546141135726078,0.017983847662306943,,0.05691348333821367,-0.053630245431880635,0.5488116360940296,0.05456616538524767,1.095445115010327,,-0.5995418126023261
EGFR,IG κ richness (0/1),0.026855961024667876,0.5683380746913173,0.047042268326056985,,0.5705008073427488,,,,,,
EGFR,IG λ richness,9.76124979740916e-05,0.9956608608436832,0.017939748917327684,,0.0054383312551181725,,,,,,
EGFR,IG λ richness (0/1),0.009355085167920385,0.8433326202765805,0.04731047283293925,,0.19763248045037007,,,,,,
EGFR,TCR richness,-0.009221704154777641,0.6130338733981351,0.018222031370918216,,-0.5057475638224065,-0.06777501370368606,0.12245642825298253,0.033990065816514065,2.0493901531919168,,-1.544544711919353
EGFR,TCR richness (0/1),0.0459215634934108,0.3246352061504337,0.046574699945340116,,0.9849773309003133,,,,,,
EGFR,TCR α richness,-0.007822335863752448,0.6656334721951231,0.018089987578663317,,-0.4321485200484578,-0.02759518989445096,0.5655254386995409,0.03303470678806853,1.067707825203125,,-0.5746538296978905
EGFR,TCR α richness (0/1),0.062342270635248075,0.17748746830530066,0.04616271568073836,,1.3485315854359343,,,,,,
EGFR,IG κ and λ infiltration,-0.01333775578751523,0.4588950937645173,0.01799340772581589,,-0.7406674602885056,-0.04338898351625098,0.6505090947233121,0.04705804167224895,0.9273618495495776,,-0.4530550597234134
EGFR,IG κ and λ infiltration (0/1),-0.045120816812047694,0.3466085634282837,0.047893779043165684,,-0.9411879252904366,,,,,,
EGFR,BCR infiltration,-0.017179227184305326,0.3462862902533348,0.01822280752730726,,-0.941817097120478,-0.03933382258335855,0.6636502501363217,0.0434739770030933,0.9055385138137378,,-0.4348790112543954
EGFR,BCR infiltration (0/1),-0.045120816812047694,0.3466085634282837,0.047893779043165684,,-0.9411879252904366,,,,,,
EGFR,IGH infiltration,-0.022184152514291983,0.2129522263580225,0.017788231148989274,,-1.2454885374888414,,,,,,
EGFR,IGH infiltration (0/1),-0.008166752682676207,0.8625978193977567,0.04716306533680475,,-0.17306820134304346,,,,,,
EGFR,IG κ infiltration,-0.012559360311908836,0.4861351534898554,0.01801913123535729,,-0.6964690177439203,-0.06177793634802117,0.4538447952823592,0.0535120101038836,1.2569805089976471,,-0.7490205901710989
EGFR,IG κ infiltration (0/1),-0.02566825185382177,0.5914447359760826,0.047790502496115835,,-0.5367435983035498,,,,,,
EGFR,IG λ infiltration,-0.010126711905214345,0.5679695437588639,0.01772157253542646,,-0.5710444035440128,,,,,,
EGFR,IG λ infiltration (0/1),-0.06228255271268236,0.18736611744384607,0.047174079219928514,,-1.3184109492224092,,,,,,
EGFR,T cell infiltration,-0.018021084176742082,0.3127348295308609,0.017832951256015892,,-1.0095001504059933,-0.06743761192383474,0.11883729385241015,0.03394037312219003,2.0639767440550267,,-1.5596725005814371
EGFR,T cell infiltration (0/1),-0.0013849473247221078,0.9762507821173191,0.04649821283920903,,-0.029769627064298226,,,,,,
EGFR,T cell α infiltration,-0.018248984422041342,0.3063285633733118,0.01782067896909582,,-1.0229561833011631,-0.025912789493872625,0.4723665527410149,0.03291354727914633,1.224744871391589,,-0.7186338473644857
EGFR,T cell α infiltration (0/1),-0.0013849473247221078,0.9762507821173191,0.04649821283920903,,-0.029769627064298226,,,,,,
EGFR,viral load,0.0006750449887218592,0.9660524480711442,0.01585292545128142,,0.04255979161568056,-0.00433414986130113,0.7960913042020099,0.016763571032314926,,,-0.2584089575258076
EGFR,viral load (0/1),-0.008488963575891163,0.8481999409260808,0.04432467684640013,,-0.19141567413078905,0.007676193493927001,0.8765100868024003,0.049372920101914616,,,0.15539479564647066
EGFR,fungal load,-0.0006027639731134176,0.9719626847930988,0.017141066475137388,,-0.0351467983055054,-0.022178143195488567,0.1631703130936609,0.01588091815427713,,,-1.3944879258375564
EGFR,fungal load (0/1),0.054410288088025435,0.2488807224544369,0.047130683937994855,,1.153072269767197,-0.03869143501851755,0.38284113121272223,0.044297933925768584,,,-0.8726733800306297
EGFR,protozoa load,0.00017461286980753266,0.992226199710228,0.017912352926052384,,0.009743167953698052,,,,,,
EGFR,protozoa load (0/1),0.022259630867372444,0.6544035089665112,0.04969447000790304,,0.4476531906300607,,,,,,
EGFR,microbial load,-0.0015234798509792516,0.9245219465350042,0.01607242449128682,,-0.0947392432588184,-0.004430514799260922,0.7926900371506534,0.016848723478957297,,,-0.2628190689892657
EGFR,microbial load (0/1),-0.02161948767147033,0.62520818763091,0.04423028298515687,,-0.4884824020942263,-0.013566442250777359,0.7886227739695392,0.050575377926260094,,,-0.2680994437738883
TP53,IGH Shannon,-0.017575751615651936,0.4824311732777848,0.02500328637164104,,-0.7023977095955249,,,,,,
TP53,IGH Shannon (0/1),0.007999104728295979,0.9026660033108396,0.06537454475687267,,0.12229422770459801,,,,,,
TP53,IG κ Shannon,-0.05605994802778877,0.0184175615858312,0.02370309836510437,*,-2.3571146094339754,,,,,,
TP53,IG κ Shannon (0/1),-0.16956655419385366,0.00845241231764582,0.06412693211776402,**,-2.633442592580164,,,,,,
TP53,IG λ Shannon,-0.04948255255447299,0.03897867158082825,0.023904447622565585,*,-2.06441197984202,,,,,,
TP53,IG λ Shannon (0/1),-0.11938797029542905,0.06437819026019856,0.0644028910275128,,-1.8495516965082055,,,,,,
TP53,TCR α Shannon,-0.10494620225409704,4.290456302825695e-05,0.02541753711367132,***,-4.09125468672726,0.11095944633348856,0.1274539698948205,0.05511077031874228,2.0297783130184452,,1.5242191737429782
TP53,TCR α Shannon (0/1),-0.18578482374796398,0.004405423996866643,0.06493766557482401,**,-2.8475711888633364,,,,,,
TP53,IG κ and λ richness,-0.015354964293434319,0.5521505788207777,0.025808622924727728,,-0.5945406253241149,-0.05364280763971449,0.6770568744981739,0.06973961729281745,0.8831760866327693,,-0.4164826310095805
TP53,IG κ and λ richness (0/1),0.010810364383959048,0.8731849317232672,0.0676923356078781,,0.15961427704402478,,,,,,
TP53,BCR richness,-0.02008623163818592,0.44217824071994505,0.026114862772060224,,-0.7685201221632878,0.022911698461796557,0.9323938199059546,0.06050055339645295,0.3741657386773759,,0.08483342512555991
TP53,BCR richness (0/1),0.04775799670903565,0.47946579703128295,0.06748262165948225,,0.7071620212993318,,,,,,
TP53,IGH richness,-0.01765926074696331,0.4953020288399141,0.025877617654829203,,-0.6819002476073527,,,,,,
TP53,IGH richness (0/1),-0.011078022250489443,0.8718400067469875,0.06863412987351862,,-0.16132173329954752,,,,,,
TP53,IG κ richness,-0.01843368899179474,0.4747597967899185,0.025770139795708056,,-0.714756050126035,-0.14644009312788234,0.1525901057568846,0.07822666619774216,1.9390719429665293,,-1.4304423325360676
TP53,IG κ richness (0/1),-0.006542292640916968,0.9227898859149508,0.0674669120259011,,-0.0969200503184905,,,,,,
TP53,IG λ richness,-0.0012075000377834173,0.9625745201977328,0.02572033355823732,,-0.04692309627869788,,,,,,
TP53,IG λ richness (0/1),0.02867992332713857,0.6725664806935727,0.06781973330534341,,0.4226282928868975,,,,,,
TP53,TCR richness,-0.07788896606498824,0.0027641353727473005,0.025892039969526773,**,-2.9928190993367445,-0.040968913620703616,0.6187833918061296,0.049007550121761695,0.9797958971132898,,-0.4975753353360965
TP53,TCR richness (0/1),-0.039065660376351535,0.5590483323327805,0.06681785426141207,,-0.584255640073044,,,,,,
TP53,TCR α richness,-0.07630415269634623,0.0031452115865507322,0.02570882912681286,**,-2.9531773993287334,0.0454847750784806,0.5379444375946721,0.0408906637537137,1.1135528725660084,,0.6159243684356154
TP53,TCR α richness (0/1),-0.05405032537317897,0.41507238831321824,0.06626265616436418,,-0.814999863330902,,,,,,
TP53,IG κ and λ infiltration,0.04336395926364296,0.09265018463491556,0.025736842007787104,,1.6815806538857496,-0.09320310436099097,0.3499377491111515,0.06755086384094182,1.4491376746189517,,-0.934710044318654
TP53,IG κ and λ infiltration (0/1),0.15954547621054965,0.019982985590849336,0.068346346468412,*,2.326667186640889,,,,,,
TP53,BCR infiltration,0.036901584142230964,0.15798884025438253,0.026096463883283075,,1.4118679703852308,-0.033030013388089564,0.8105842459702037,0.06250753748036149,0.6480740698407544,,-0.2396723832580711
TP53,BCR infiltration (0/1),0.15954547621054965,0.019982985590849336,0.068346346468412,*,2.326667186640889,,,,,,
TP53,IGH infiltration,0.013507595662855636,0.5970811037257838,0.02553658463918176,,0.5286026757611269,,,,,,
TP53,IGH infiltration (0/1),0.08431423282143102,0.21231089945556653,0.0675119829403424,,1.2472362099871246,,,,,,
TP53,IG κ infiltration,0.04192282032070767,0.10452094978192747,0.02577706058352599,,1.6233203113974397,-0.14822877826593306,0.1353352832366127,0.07672606752174206,2.0,,-1.4933894106572594
TP53,IG κ infiltration (0/1),0.15994960820125972,0.019329706464377074,0.06815292166899785,*,2.339110672762458,,,,,,
TP53,IG λ infiltration,0.05505718268869709,0.02997873597669782,0.02529312375537664,*,2.170371210191684,,,,,,
TP53,IG λ infiltration (0/1),0.17654539952847778,0.008962900961606375,0.06728018414336888,**,2.613465967636915,,,,,,
TP53,T cell infiltration,0.02067981409957636,0.4191788438877328,0.025576925658954912,,0.8078466890518589,-0.040197234000613535,0.6440364210831429,0.04894272059559897,0.9380831519646836,,-0.4620626116572706
TP53,T cell infiltration (0/1),0.11324653769145485,0.08905647868800004,0.06646678431281719,,1.7003959203518073,,,,,,
TP53,T cell α infiltration,0.020103075109587643,0.43197227925726056,0.025560968029341456,,0.7858211410265996,0.05259082794971938,0.4231620823177431,0.04015979725002245,1.3114877048604106,,0.8009474264937747
TP53,T cell α infiltration (0/1),0.11324653769145485,0.08905647868800004,0.06646678431281719,,1.7003959203518073,,,,,,
TP53,viral load,0.008320783244583062,0.714416488837323,0.02272540040284049,,0.36593110022100456,0.025108077952660963,0.2973661707805853,0.02406884420563357,,,1.0420981617173393
TP53,viral load (0/1),0.05176560835911048,0.4154101282365177,0.06350771964328193,,0.8144099712831383,0.09983420481431854,0.15926457183512052,0.0708227909856422,,,1.4075492912482368
TP53,fungal load,0.03403739662502474,0.16584491546274144,0.02452679511877309,,1.3856790913148078,0.015723278570921147,0.4918530981010073,0.02285802739567809,,,0.6873644435930336
TP53,fungal load (0/1),0.02596407515440129,0.701311514023784,0.06765405381108923,,0.38355066201362376,0.04457470270015921,0.48428927157720497,0.06368383185897109,,,0.6994205137175837
TP53,protozoa load,0.050441032523587136,0.0491794650247943,0.025578985975744883,*,1.9670324918780064,,,,,,
TP53,protozoa load (0/1),0.07186478029517943,0.3132308315385879,0.07118754727450627,,1.008465938762324,,,,,,
